"Respondent_ID","Age","Gender","Favorite_Pony","Fan_Segment","Annual_Spend_USD","Country"
"RESP_1077",20,"Female","Applejack","General Public",16.27,"United States of America"
"RESP_1168",39,"Other","Spike","Child/Parent Collection",145.63,"United States of America"
"RESP_0528",17,"Other","Spike","Casual Fan",25.31,"Canada"
"RESP_1292",4,"Other","Rainbow Dash","Child/Parent Collection",37.92,"United Kingdom"
"RESP_0160",29,"Other","Twilight Sparkle","General Public",22.95,"United Kingdom"
"RESP_0984",36,"Female","Pinkie Pie","General Public",8.87,"Germany"
"RESP_0361",27,"Male","Discord","General Public",15.66,"Japan"
"RESP_1359",32,"Male","Applejack","General Public",34.4,"United States of America"
"RESP_0203",15,"Male","Trixie Lulamoon","General Public",11.72,"United Kingdom"
"RESP_0981",28,"Female","Princess Celestia","Casual Fan",2.24,"Canada"
"RESP_0818",17,"Other","Fluttershy","Brony",367.63,"United Kingdom"
"RESP_0113",36,"Other","Sunset Shimmer","General Public",22.17,"United Kingdom"
"RESP_1497",35,"Female","Fluttershy","Brony",205.679818181818,"Canada"
"RESP_0308",24,"Other","Pinkie Pie","Casual Fan",52.31,"United Kingdom"
"RESP_1207",17,"Male","Sunset Shimmer","Casual Fan",33.31,"United Kingdom"
"RESP_0423",29,"Other","Trixie Lulamoon","General Public",33.15,"United Kingdom"
"RESP_0834",5,"Female","Spike","Child/Parent Collection",42.34,"Japan"
"RESP_1140",9,"Other","Sunset Shimmer","Casual Fan",29.4868361581921,"Germany"
"RESP_1410",8,"Other","Big McIntosh","Child/Parent Collection",94.330547112462,"United Kingdom"
"RESP_0460",21,"Other","Derpy Hooves","Brony",222.64,"United States of America"
"RESP_0590",36,"Other","Twilight Sparkle","General Public",56.46,"Germany"
"RESP_1333",25,"Other","Big McIntosh","Brony",96.67,"Japan"
"RESP_0763",19,"Other","Princess Luna","Casual Fan",30.28,"United States of America"
"RESP_0904",27,"Male","Spike","Casual Fan",24.89,"Other"
"RESP_1218",43,"Female","Derpy Hooves","Child/Parent Collection",39.68,"United States of America"
"RESP_0450",15,"Female","Discord","Brony",120.15,"United States of America"
"RESP_1206",32,"Other","Starlight Glimmer","Child/Parent Collection",64.99,"Germany"
"RESP_0680",15,"Female","Sunset Shimmer","Casual Fan",32.81,"Japan"
"RESP_0693",27,"Other","Trixie Lulamoon","Brony",207.26,"United States of America"
"RESP_1413",10,"Male","Big McIntosh","Casual Fan",57.18,"United Kingdom"
"RESP_1348",10,"Female","Derpy Hooves","Child/Parent Collection",36.91,"Australia"
"RESP_1145",36,"Female","Derpy Hooves","Casual Fan",18.46,"Canada"
"RESP_0861",19,"Other","Rainbow Dash","General Public",38.99,"Australia"
"RESP_0216",28,"Other","Fluttershy","Brony",261.6,"Germany"
"RESP_1009",4,"Male","Derpy Hooves","Casual Fan",39.02,"Japan"
"RESP_0031",23,"Other","Big McIntosh","Brony",162,"United States of America"
"RESP_0243",36,"Other","Trixie Lulamoon","Brony",196.28,"Australia"
"RESP_1034",12,"Other","Twilight Sparkle","General Public",10.06,"Other"
"RESP_0642",5,"Other","Trixie Lulamoon","Child/Parent Collection",52.43,"United States of America"
"RESP_0697",13,"Other","Fluttershy","General Public",34.15,"Germany"
"RESP_0210",24,"Male","Starlight Glimmer","Brony",35.87,"Australia"
"RESP_0879",32,"Other","Starlight Glimmer","Child/Parent Collection",63.37,"Germany"
"RESP_0771",18,"Female","Trixie Lulamoon","Casual Fan",12.82,"Australia"
"RESP_0753",25,"Female","Sunset Shimmer","Brony",108.47,"Australia"
"RESP_1343",21,"Other","Big McIntosh","Casual Fan",7.02,"Other"
"RESP_0436",24,"Female","Princess Luna","Casual Fan",11.11,"United States of America"
"RESP_1444",17,"Female","Princess Celestia","General Public",6.93,"United Kingdom"
"RESP_1125",20,"Male","Starlight Glimmer","General Public",75.48,"Germany"
"RESP_1406",31,"Other","Starlight Glimmer","Child/Parent Collection",83.77,"Other"
"RESP_0689",22,"Female","Pinkie Pie","General Public",54.98,"Australia"
"RESP_0552",16,"Other","Rainbow Dash","Casual Fan",55.71,"Canada"
"RESP_0545",22,"Other","Sunset Shimmer","Casual Fan",14.53,"Germany"
"RESP_1074",24,"Other","Big McIntosh","Casual Fan",21.91,"United States of America"
"RESP_0833",21,"Other","Big McIntosh","Casual Fan",1.76,"United Kingdom"
"RESP_1135",22,"Other","Fluttershy","General Public",41.02,"Japan"
"RESP_0913",45,"Female","Sunset Shimmer","Child/Parent Collection",146.69,"United Kingdom"
"RESP_0715",21,"Other","Trixie Lulamoon","Brony",175.55,"Japan"
"RESP_0404",27,"Other","Pinkie Pie","Brony",272.74,"Germany"
"RESP_0363",12,"Other","Discord","Brony",142.68,"Canada"
"RESP_0272",17,"Female","Fluttershy","Casual Fan",20.82,"Germany"
"RESP_0467",20,"Male","Applejack","General Public",7.04,"Germany"
"RESP_1376",41,"Male","Sunset Shimmer","Child/Parent Collection",43.8,"Canada"
"RESP_1132",35,"Other","Derpy Hooves","Child/Parent Collection",84.9,"United States of America"
"RESP_0278",5,"Other","Twilight Sparkle","Child/Parent Collection",163.32,"Japan"
"RESP_1417",26,"Other","Discord","Casual Fan",17.62,"Australia"
"RESP_1462",15,"Other","Discord","Casual Fan",11.41,"United Kingdom"
"RESP_1114",21,"Other","Discord","Brony",213.45,"Germany"
"RESP_0442",5,"Male","Derpy Hooves","Child/Parent Collection",48.45,"United Kingdom"
"RESP_0723",15,"Female","Starlight Glimmer","Casual Fan",29.4868361581921,"United States of America"
"RESP_0787",21,"Female","Princess Luna","Brony",61.53,"United States of America"
"RESP_1209",18,"Other","Spike","Casual Fan",51.3,"Germany"
"RESP_0443",19,"Other","Big McIntosh","Casual Fan",31.92,"Japan"
"RESP_0300",27,"Other","Rainbow Dash","Brony",183.66,"Australia"
"RESP_0993",4,"Other","Discord","General Public",52.48,"United States of America"
"RESP_0376",29,"Other","Big McIntosh","Casual Fan",35.77,"United States of America"
"RESP_1054",23,"Other","Spike","Brony",385.02,"United States of America"
"RESP_0986",16,"Other","Applejack","General Public",19.71,"United States of America"
"RESP_1042",17,"Male","Sunset Shimmer","Casual Fan",40.37,"Australia"
"RESP_1422",23,"Female","Spike","Brony",314.3,"Japan"
"RESP_0473",19,"Male","Spike","Brony",135.04,"United Kingdom"
"RESP_1391",27,"Male","Big McIntosh","General Public",58.17,"United States of America"
"RESP_0564",18,"Other","Princess Luna","General Public",30.88,"Japan"
"RESP_1398",22,"Male","Applejack","Brony",223,"Canada"
"RESP_0751",43,"Other","Trixie Lulamoon","Child/Parent Collection",72.04,"Canada"
"RESP_0389",11,"Female","Rainbow Dash","General Public",19.94,"Germany"
"RESP_0023",12,"Other","Spike","Child/Parent Collection",131.85,"Australia"
"RESP_0872",23,"Male","Twilight Sparkle","Brony",153.66,"Japan"
"RESP_0125",26,"Male","Pinkie Pie","Casual Fan",31.82,"Japan"
"RESP_0774",24,"Male","Trixie Lulamoon","Casual Fan",36.36,"United States of America"
"RESP_1384",19,"Other","Princess Luna","Brony",129.12,"United States of America"
"RESP_0471",44,"Female","Sunset Shimmer","Child/Parent Collection",83.16,"United Kingdom"
"RESP_0722",6,"Male","Rarity","Casual Fan",14.47,"United Kingdom"
"RESP_1059",15,"Male","Sunset Shimmer","Casual Fan",27.47,"United Kingdom"
"RESP_0440",29,"Other","Spike","General Public",9.28,"United Kingdom"
"RESP_0143",20,"Other","Starlight Glimmer","General Public",40.89,"Australia"
"RESP_0051",31,"Other","Twilight Sparkle","Casual Fan",10.31,"Germany"
"RESP_0864",20,"Other","Trixie Lulamoon","Brony",210.6,"United Kingdom"
"RESP_1442",30,"Female","Starlight Glimmer","Child/Parent Collection",22.86,"Japan"
"RESP_1075",4,"Female","Discord","Child/Parent Collection",90.84,"Australia"
"RESP_0624",13,"Other","Pinkie Pie","Casual Fan",29.4868361581921,"Canada"
"RESP_1118",14,"Male","Rarity","Casual Fan",23.68,"United States of America"
"RESP_0082",25,"Other","Twilight Sparkle","Casual Fan",77.04,"United States of America"
"RESP_0704",17,"Male","Twilight Sparkle","General Public",13.08,"United States of America"
"RESP_0483",32,"Other","Pinkie Pie","General Public",15.68,"Australia"
"RESP_0322",15,"Female","Fluttershy","Casual Fan",63.43,"United States of America"
"RESP_1288",14,"Male","Pinkie Pie","General Public",28.99,"United States of America"
"RESP_0506",10,"Other","Spike","Child/Parent Collection",84.35,"Japan"
"RESP_1465",21,"Other","Trixie Lulamoon","General Public",25.15,"United Kingdom"
"RESP_0842",12,"Male","Derpy Hooves","Child/Parent Collection",184.89,"Canada"
"RESP_1369",15,"Other","Fluttershy","Casual Fan",29.4868361581921,"Canada"
"RESP_1365",17,"Male","Big McIntosh","Brony",68.91,"Australia"
"RESP_1019",38,"Male","Big McIntosh","Child/Parent Collection",101.8,"United States of America"
"RESP_0032",27,"Male","Princess Luna","Casual Fan",25.37,"Japan"
"RESP_0796",5,"Other","Rarity","General Public",24.46,"United States of America"
"RESP_0418",11,"Other","Discord","Child/Parent Collection",77.72,"Canada"
"RESP_0882",27,"Other","Princess Luna","Casual Fan",40.62,"Australia"
"RESP_0633",32,"Female","Sunset Shimmer","Child/Parent Collection",63.61,"United States of America"
"RESP_1198",22,"Female","Big McIntosh","Casual Fan",103.72,"Japan"
"RESP_1105",22,"Female","Sunset Shimmer","General Public",5.63,"Canada"
"RESP_0065",34,"Other","Applejack","Casual Fan",35.34,"United Kingdom"
"RESP_0140",31,"Other","Trixie Lulamoon","General Public",19.59,"United States of America"
"RESP_1242",39,"Female","Pinkie Pie","Child/Parent Collection",160.43,"United States of America"
"RESP_1315",26,"Male","Applejack","General Public",23.59,"United States of America"
"RESP_0078",19,"Male","Big McIntosh","Casual Fan",42.25,"Japan"
"RESP_0492",4,"Female","Discord","Child/Parent Collection",128.18,"United States of America"
"RESP_1086",10,"Female","Princess Luna","Child/Parent Collection",89.22,"Germany"
"RESP_1170",21,"Male","Rarity","Brony",140.64,"Australia"
"RESP_0533",17,"Other","Sunset Shimmer","General Public",15.42,"United States of America"
"RESP_0066",38,"Other","Discord","Child/Parent Collection",121.65,"United States of America"
"RESP_1178",14,"Other","Trixie Lulamoon","Casual Fan",28.24,"Canada"
"RESP_1295",24,"Female","Trixie Lulamoon","General Public",11.08,"United States of America"
"RESP_0297",23,"Male","Twilight Sparkle","Brony",202.57,"United Kingdom"
"RESP_0592",13,"Other","Rainbow Dash","Casual Fan",24.93,"Australia"
"RESP_0420",25,"Female","Princess Luna","Casual Fan",6.57,"United Kingdom"
"RESP_0768",24,"Other","Starlight Glimmer","General Public",26.78,"United States of America"
"RESP_0893",30,"Other","Rarity","Brony",73.99,"United Kingdom"
"RESP_0439",22,"Male","Trixie Lulamoon","General Public",53.1,"Australia"
"RESP_0262",12,"Other","Derpy Hooves","Child/Parent Collection",56.22,"United Kingdom"
"RESP_1027",5,"Other","Spike","Child/Parent Collection",40.08,"Germany"
"RESP_0725",9,"Other","Sunset Shimmer","Child/Parent Collection",137.51,"Germany"
"RESP_1427",28,"Other","Twilight Sparkle","Casual Fan",32.67,"United States of America"
"RESP_0282",17,"Other","Rainbow Dash","General Public",23.91,"Germany"
"RESP_0627",4,"Other","Pinkie Pie","Child/Parent Collection",132.96,"Canada"
"RESP_1051",25,"Other","Sunset Shimmer","General Public",33.26,"Canada"
"RESP_1084",11,"Male","Trixie Lulamoon","General Public",18.32,"Germany"
"RESP_1493",16,"Other","Sunset Shimmer","General Public",12.62,"Germany"
"RESP_0189",7,"Other","Rarity","Casual Fan",29.4868361581921,"Germany"
"RESP_1447",20,"Other","Applejack","General Public",9.77,"Canada"
"RESP_0252",9,"Other","Discord","General Public",5.73,"United Kingdom"
"RESP_0584",12,"Other","Princess Luna","Brony",206.76,"Australia"
"RESP_1197",29,"Female","Discord","Casual Fan",21.57,"Japan"
"RESP_1395",36,"Male","Pinkie Pie","Casual Fan",25.01,"Germany"
"RESP_1272",17,"Male","Princess Luna","General Public",26.57,"Japan"
"RESP_0515",23,"Other","Sunset Shimmer","Brony",184.51,"United States of America"
"RESP_0976",4,"Other","Derpy Hooves","Child/Parent Collection",36.8,"United States of America"
"RESP_1428",24,"Other","Derpy Hooves","Casual Fan",47.77,"Australia"
"RESP_1458",23,"Other","Sunset Shimmer","General Public",47.38,"Australia"
"RESP_0707",18,"Female","Fluttershy","Casual Fan",19.32,"United States of America"
"RESP_0488",31,"Male","Twilight Sparkle","Brony",106.79,"United Kingdom"
"RESP_0664",17,"Female","Trixie Lulamoon","Brony",309.25,"United States of America"
"RESP_1169",20,"Other","Fluttershy","Brony",55.15,"Germany"
"RESP_1228",5,"Other","Princess Luna","Casual Fan",69.31,"Germany"
"RESP_0274",37,"Female","Twilight Sparkle","Child/Parent Collection",190.8,"United Kingdom"
"RESP_0686",19,"Other","Rarity","Casual Fan",21.87,"United Kingdom"
"RESP_1190",22,"Other","Rainbow Dash","Casual Fan",32.49,"United States of America"
"RESP_1284",12,"Other","Spike","Child/Parent Collection",34.95,"Canada"
"RESP_0878",16,"Female","Fluttershy","Brony",219.88,"United States of America"
"RESP_1390",24,"Other","Pinkie Pie","General Public",22.98,"Germany"
"RESP_0449",17,"Female","Starlight Glimmer","Brony",107.06,"Australia"
"RESP_0412",11,"Other","Sunset Shimmer","Child/Parent Collection",66.55,"Canada"
"RESP_0377",19,"Female","Twilight Sparkle","Brony",389.54,"Canada"
"RESP_1347",27,"Other","Sunset Shimmer","General Public",2.38,"United States of America"
"RESP_0668",8,"Female","Derpy Hooves","Child/Parent Collection",107.91,"United Kingdom"
"RESP_0150",19,"Female","Big McIntosh","General Public",49.07,"United States of America"
"RESP_0982",22,"Other","Big McIntosh","Casual Fan",19.41,"Germany"
"RESP_1234",17,"Other","Starlight Glimmer","Casual Fan",63.14,"Australia"
"RESP_0219",23,"Other","Rainbow Dash","Brony",194.25,"United Kingdom"
"RESP_0240",23,"Female","Pinkie Pie","Brony",268.58,"United States of America"
"RESP_1188",10,"Other","Rarity","Casual Fan",19.76,"United Kingdom"
"RESP_0868",7,"Other","Sunset Shimmer","Casual Fan",3.48,"United States of America"
"RESP_0726",8,"Other","Rainbow Dash","Child/Parent Collection",102.81,"Germany"
"RESP_0193",19,"Other","Rainbow Dash","Brony",88.77,"Japan"
"RESP_0793",26,"Male","Derpy Hooves","General Public",35.41,"United Kingdom"
"RESP_0987",20,"Female","Princess Celestia","General Public",76.29,"United Kingdom"
"RESP_1014",8,"Other","Spike","Child/Parent Collection",36.21,"Japan"
"RESP_1018",26,"Other","Princess Luna","Brony",245.95,"United Kingdom"
"RESP_0963",5,"Male","Spike","Child/Parent Collection",174.4,"Australia"
"RESP_0645",16,"Female","Derpy Hooves","General Public",31.23,"United States of America"
"RESP_0360",11,"Female","Pinkie Pie","Casual Fan",3.78,"United States of America"
"RESP_1201",9,"Other","Spike","Child/Parent Collection",50.66,"Australia"
"RESP_1495",30,"Other","Princess Luna","Child/Parent Collection",96.7,"United Kingdom"
"RESP_0017",25,"Other","Starlight Glimmer","Casual Fan",28.47,"Japan"
"RESP_1243",34,"Other","Big McIntosh","Child/Parent Collection",41.83,"Canada"
"RESP_0583",17,"Other","Fluttershy","General Public",12.28,"United States of America"
"RESP_1463",22,"Other","Pinkie Pie","General Public",28.67,"Canada"
"RESP_1313",27,"Male","Rarity","Brony",205.679818181818,"United States of America"
"RESP_0840",40,"Other","Spike","Child/Parent Collection",36.97,"United Kingdom"
"RESP_0628",26,"Female","Rarity","Brony",426.87,"United States of America"
"RESP_1432",23,"Other","Princess Celestia","General Public",25.77,"United Kingdom"
"RESP_0324",22,"Other","Trixie Lulamoon","Casual Fan",17.33,"United States of America"
"RESP_0632",22,"Other","Rarity","Casual Fan",20.42,"Germany"
"RESP_1372",6,"Male","Rarity","Child/Parent Collection",78.26,"United States of America"
"RESP_1212",15,"Male","Applejack","General Public",23,"Germany"
"RESP_0779",14,"Male","Princess Celestia","Casual Fan",22.3,"Australia"
"RESP_1068",12,"Other","Twilight Sparkle","Casual Fan",143.53,"Canada"
"RESP_0940",8,"Other","Sunset Shimmer","Child/Parent Collection",94.34,"Japan"
"RESP_0856",35,"Female","Fluttershy","Child/Parent Collection",102.73,"Japan"
"RESP_0438",39,"Male","Rarity","Child/Parent Collection",137.06,"United Kingdom"
"RESP_0120",10,"Other","Fluttershy","Child/Parent Collection",85.89,"Australia"
"RESP_1088",30,"Male","Fluttershy","Child/Parent Collection",18.02,"Other"
"RESP_1045",30,"Male","Discord","Child/Parent Collection",123.1,"United States of America"
"RESP_1199",9,"Other","Applejack","Brony",69.52,"Japan"
"RESP_0791",33,"Male","Starlight Glimmer","Child/Parent Collection",204.6,"United States of America"
"RESP_0342",15,"Other","Fluttershy","Casual Fan",29.59,"United States of America"
"RESP_0816",7,"Female","Twilight Sparkle","Casual Fan",44.42,"United Kingdom"
"RESP_0003",30,"Other","Twilight Sparkle","Brony",261.14,"United States of America"
"RESP_0230",25,"Other","Derpy Hooves","Brony",316.52,"Germany"
"RESP_1157",35,"Female","Spike","General Public",44.19,"Germany"
"RESP_1484",16,"Female","Princess Luna","Casual Fan",29.4868361581921,"United Kingdom"
"RESP_1426",24,"Male","Derpy Hooves","Brony",312.96,"United Kingdom"
"RESP_0901",23,"Male","Fluttershy","General Public",17.68,"Germany"
"RESP_0372",24,"Female","Big McIntosh","General Public",24.44,"United States of America"
"RESP_0181",12,"Female","Princess Luna","General Public",36.09,"United Kingdom"
"RESP_1107",15,"Female","Princess Celestia","Casual Fan",12.04,"Germany"
"RESP_1269",30,"Other","Spike","Brony",135.46,"United States of America"
"RESP_0942",41,"Male","Big McIntosh","Child/Parent Collection",25.99,"United States of America"
"RESP_0578",31,"Other","Big McIntosh","Brony",222.89,"United Kingdom"
"RESP_0820",22,"Other","Trixie Lulamoon","Brony",143.49,"Other"
"RESP_1126",22,"Other","Princess Celestia","Brony",152.36,"Australia"
"RESP_1154",9,"Other","Derpy Hooves","Casual Fan",86.61,"United Kingdom"
"RESP_1327",15,"Other","Pinkie Pie","Brony",225.93,"United Kingdom"
"RESP_0887",14,"Female","Pinkie Pie","Casual Fan",9.96,"United States of America"
"RESP_0969",26,"Male","Rarity","Casual Fan",24.68,"United Kingdom"
"RESP_0786",18,"Other","Spike","General Public",41.17,"United States of America"
"RESP_1181",24,"Male","Rarity","General Public",28.16,"Australia"
"RESP_1237",38,"Female","Sunset Shimmer","General Public",14.85,"United States of America"
"RESP_0302",16,"Other","Rainbow Dash","Casual Fan",39.36,"Other"
"RESP_0690",27,"Female","Discord","Casual Fan",36.01,"Japan"
"RESP_0813",31,"Female","Rainbow Dash","General Public",18.08,"Other"
"RESP_0237",26,"Male","Fluttershy","Casual Fan",11.06,"United Kingdom"
"RESP_1043",11,"Female","Sunset Shimmer","Child/Parent Collection",66.52,"United Kingdom"
"RESP_0500",32,"Female","Pinkie Pie","Child/Parent Collection",83.63,"Australia"
"RESP_1275",5,"Female","Derpy Hooves","Child/Parent Collection",178.57,"Canada"
"RESP_0795",24,"Other","Discord","Brony",146.05,"United Kingdom"
"RESP_1175",34,"Female","Fluttershy","Child/Parent Collection",71.19,"Germany"
"RESP_0991",20,"Other","Big McIntosh","Brony",196.56,"United Kingdom"
"RESP_1055",43,"Female","Big McIntosh","Child/Parent Collection",58.23,"Canada"
"RESP_0935",30,"Other","Derpy Hooves","Brony",316.58,"Germany"
"RESP_0388",35,"Other","Trixie Lulamoon","Child/Parent Collection",15.87,"Other"
"RESP_0391",29,"Female","Applejack","Brony",278.51,"Japan"
"RESP_0744",19,"Other","Trixie Lulamoon","Casual Fan",29.7,"Japan"
"RESP_0353",23,"Male","Rainbow Dash","Brony",190.71,"United Kingdom"
"RESP_0236",30,"Other","Big McIntosh","Casual Fan",17.34,"United Kingdom"
"RESP_1310",11,"Other","Rarity","General Public",9,"United Kingdom"
"RESP_0481",36,"Male","Starlight Glimmer","Child/Parent Collection",71.26,"United Kingdom"
"RESP_0568",20,"Female","Derpy Hooves","General Public",33.57,"United States of America"
"RESP_1294",29,"Female","Princess Celestia","Brony",93.05,"United Kingdom"
"RESP_1430",28,"Male","Applejack","Casual Fan",65,"United Kingdom"
"RESP_1202",30,"Other","Twilight Sparkle","General Public",16.89,"United States of America"
"RESP_0121",24,"Other","Spike","General Public",21.29,"Germany"
"RESP_1025",34,"Female","Trixie Lulamoon","Casual Fan",21.01,"United Kingdom"
"RESP_0927",16,"Male","Starlight Glimmer","Brony",193.44,"Other"
"RESP_0516",30,"Other","Starlight Glimmer","Child/Parent Collection",127.12,"United States of America"
"RESP_0224",17,"Female","Derpy Hooves","General Public",20.46,"Australia"
"RESP_0614",35,"Female","Twilight Sparkle","Child/Parent Collection",10.31,"United States of America"
"RESP_0844",18,"Other","Princess Luna","General Public",49.41,"Canada"
"RESP_0053",7,"Other","Twilight Sparkle","Child/Parent Collection",25.54,"United States of America"
"RESP_1414",23,"Other","Trixie Lulamoon","Brony",450.55,"United States of America"
"RESP_0486",31,"Female","Spike","Brony",284.39,"United States of America"
"RESP_1467",12,"Other","Spike","General Public",6.6,"Canada"
"RESP_0819",8,"Other","Starlight Glimmer","Child/Parent Collection",89.79,"United Kingdom"
"RESP_0156",10,"Female","Spike","Child/Parent Collection",122.13,"United Kingdom"
"RESP_0601",34,"Male","Princess Luna","Child/Parent Collection",181.92,"United Kingdom"
"RESP_0249",25,"Male","Applejack","Brony",205.679818181818,"Australia"
"RESP_1402",4,"Female","Derpy Hooves","General Public",25.92,"Australia"
"RESP_0543",4,"Other","Princess Luna","Child/Parent Collection",75.75,"United States of America"
"RESP_0794",36,"Other","Applejack","Child/Parent Collection",107.41,"United Kingdom"
"RESP_0629",29,"Female","Rarity","Brony",191.64,"United States of America"
"RESP_0151",45,"Other","Pinkie Pie","Child/Parent Collection",45.51,"United States of America"
"RESP_0292",4,"Other","Trixie Lulamoon","Child/Parent Collection",108.13,"Japan"
"RESP_0382",3,"Other","Rarity","General Public",50.52,"Australia"
"RESP_0898",36,"Female","Princess Celestia","Child/Parent Collection",223,"United States of America"
"RESP_0855",21,"Female","Starlight Glimmer","General Public",25.81,"Canada"
"RESP_1072",22,"Other","Derpy Hooves","Brony",125.23,"United Kingdom"
"RESP_0616",23,"Other","Sunset Shimmer","Brony",81.58,"Canada"
"RESP_0155",12,"Other","Trixie Lulamoon","Casual Fan",35.79,"Japan"
"RESP_0323",6,"Other","Discord","Child/Parent Collection",134.05,"Japan"
"RESP_0083",20,"Other","Princess Celestia","General Public",8.76,"Australia"
"RESP_0513",8,"Other","Pinkie Pie","Child/Parent Collection",81.39,"Germany"
"RESP_1171",11,"Male","Trixie Lulamoon","Child/Parent Collection",142.41,"United Kingdom"
"RESP_0930",8,"Other","Discord","Casual Fan",14.41,"United States of America"
"RESP_1387",20,"Other","Starlight Glimmer","General Public",7.39,"Australia"
"RESP_0011",20,"Male","Big McIntosh","Brony",139.43,"United States of America"
"RESP_0832",9,"Female","Discord","Casual Fan",28.51,"Germany"
"RESP_0033",31,"Other","Sunset Shimmer","Casual Fan",16.25,"Germany"
"RESP_1189",40,"Female","Applejack","Child/Parent Collection",26.38,"United Kingdom"
"RESP_1460",19,"Other","Fluttershy","General Public",9.62,"Germany"
"RESP_0615",27,"Other","Rarity","Brony",208.84,"United States of America"
"RESP_1046",7,"Other","Rarity","Child/Parent Collection",113.91,"Japan"
"RESP_1015",43,"Male","Spike","Child/Parent Collection",113.07,"United States of America"
"RESP_0090",26,"Other","Starlight Glimmer","Casual Fan",28.33,"United States of America"
"RESP_1305",14,"Female","Spike","Casual Fan",3.87,"Germany"
"RESP_0134",16,"Other","Starlight Glimmer","General Public",29.16,"Canada"
"RESP_0556",29,"Male","Fluttershy","Brony",136.4,"United States of America"
"RESP_1032",9,"Female","Applejack","Child/Parent Collection",132.02,"Japan"
"RESP_1260",12,"Female","Twilight Sparkle","Child/Parent Collection",103.63,"Germany"
"RESP_0321",25,"Other","Rainbow Dash","Casual Fan",25.92,"Australia"
"RESP_1355",43,"Female","Rainbow Dash","Child/Parent Collection",107.24,"Australia"
"RESP_1332",7,"Male","Derpy Hooves","Child/Parent Collection",75.3,"United Kingdom"
"RESP_0635",19,"Female","Discord","General Public",10.49,"Japan"
"RESP_0553",25,"Other","Derpy Hooves","General Public",38.7,"Germany"
"RESP_1056",26,"Female","Big McIntosh","Brony",200.76,"Canada"
"RESP_1196",18,"Other","Applejack","General Public",20.77,"Australia"
"RESP_0797",20,"Female","Discord","Brony",200.14,"United States of America"
"RESP_1280",10,"Other","Starlight Glimmer","General Public",54.12,"United States of America"
"RESP_1362",11,"Other","Starlight Glimmer","Brony",200.59,"United Kingdom"
"RESP_0175",33,"Other","Derpy Hooves","Casual Fan",6.67,"Japan"
"RESP_0246",29,"Other","Big McIntosh","Brony",203.01,"Germany"
"RESP_1331",33,"Other","Starlight Glimmer","Child/Parent Collection",108.41,"United Kingdom"
"RESP_0146",23,"Male","Princess Celestia","Casual Fan",26.07,"Japan"
"RESP_0091",36,"Other","Trixie Lulamoon","Child/Parent Collection",44.97,"Japan"
"RESP_0683",4,"Male","Spike","Child/Parent Collection",38.26,"United States of America"
"RESP_0311",26,"Other","Spike","General Public",27.68,"Japan"
"RESP_0094",30,"Male","Princess Luna","Brony",198,"Canada"
"RESP_1429",6,"Female","Big McIntosh","Child/Parent Collection",69.58,"United States of America"
"RESP_0925",17,"Male","Derpy Hooves","Casual Fan",16.11,"Canada"
"RESP_1036",28,"Other","Spike","Casual Fan",36.91,"United States of America"
"RESP_0244",26,"Other","Sunset Shimmer","Brony",206.04,"United Kingdom"
"RESP_1112",24,"Male","Princess Luna","General Public",10.44,"United Kingdom"
"RESP_0215",28,"Other","Princess Celestia","Brony",141.12,"Other"
"RESP_0999",21,"Male","Pinkie Pie","General Public",19.63,"United States of America"
"RESP_0854",33,"Male","Pinkie Pie","Brony",91.91,"United States of America"
"RESP_0434",30,"Other","Rarity","Child/Parent Collection",94.33,"Japan"
"RESP_1143",10,"Female","Starlight Glimmer","Casual Fan",23.95,"Canada"
"RESP_1144",11,"Female","Discord","Child/Parent Collection",106.18,"United Kingdom"
"RESP_0227",22,"Female","Rainbow Dash","General Public",20.99,"United Kingdom"
"RESP_1253",3,"Other","Trixie Lulamoon","General Public",21.58,"Canada"
"RESP_0001",25,"Female","Princess Celestia","Brony",174.97,"Canada"
"RESP_0402",33,"Other","Spike","Child/Parent Collection",86.03,"United States of America"
"RESP_1104",37,"Female","Princess Luna","Child/Parent Collection",189.02,"Canada"
"RESP_0085",4,"Male","Fluttershy","Child/Parent Collection",29.71,"Germany"
"RESP_0163",16,"Other","Big McIntosh","Casual Fan",39.11,"United Kingdom"
"RESP_0115",21,"Female","Starlight Glimmer","General Public",15.24,"Australia"
"RESP_0671",22,"Female","Starlight Glimmer","Casual Fan",39.83,"Australia"
"RESP_1173",16,"Other","Derpy Hooves","Brony",153.32,"Australia"
"RESP_0890",29,"Female","Applejack","Casual Fan",55.99,"United States of America"
"RESP_0626",32,"Female","Trixie Lulamoon","Child/Parent Collection",103.35,"Japan"
"RESP_0953",19,"Male","Rainbow Dash","Brony",376.16,"Canada"
"RESP_0808",21,"Other","Princess Luna","General Public",29.15,"United Kingdom"
"RESP_0259",23,"Other","Fluttershy","Brony",205.679818181818,"Germany"
"RESP_0625",16,"Female","Fluttershy","Brony",181.7,"Germany"
"RESP_0827",45,"Other","Rainbow Dash","Child/Parent Collection",120.59,"United States of America"
"RESP_0136",21,"Other","Twilight Sparkle","General Public",54.68,"Japan"
"RESP_0617",15,"Other","Princess Celestia","General Public",9.07,"Germany"
"RESP_0837",24,"Male","Princess Celestia","Casual Fan",26.01,"United Kingdom"
"RESP_0843",35,"Female","Spike","Child/Parent Collection",115.54,"Australia"
